식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,에너지,수분,단백질,지질,회분,탄수화물,당류,총식이섬유,칼슘,철,인,칼륨,나트륨,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,비타민 C,비타민 D,콜레스테롤,총포화지방산,트랜스지방산,출처코드,출처명,1회 섭취참고량,외식업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D208-012000000-0005,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불양념구이치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,211,0,24,7,,13,10,,,,,,381,,,,,,,,,,2.2,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-012000000-0006,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)숯불양념구이치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,228,0,22,8,,17,9,,,,,,436,,,,,,,,,,2.9,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-012000000-0007,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)양념치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,300,0,17,16,,22,14,,,,,,406,,,,,,,,,,3,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-012000000-0008,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)양념치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,297,0,12,13,,33,14,,,,,,429,,,,,,,,,,2.9,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-012000000-0009,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)후라이드치킨 뼈닭,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,341,0,21,25,,8,0,,,,,,249,,,,,,,,,,6,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-012000000-0010,닭튀김(치킨)_(꾸브라꼬 숯불두마리 치킨)후라이드치킨 순살,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08012,닭튀김(치킨),0801200,해당없음,080120000,해당없음,00,해당없음,341,0,20,25,,10,0,,,,,,352,,,,,,,,,,5,0,3,식품의약품안전처,100,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D208-016000000-0001,두부구이_(삼삼한밥상(Ⅶ))두부구이 & 버섯소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08016,두부구이,0801600,해당없음,080160000,해당없음,00,해당없음,140,0,10.8,8.83,,4.38,,,,,,,3,,,,,,,,,,0,0,3,식품의약품안전처,65,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D208-017000000-0001,떡갈비_(삼삼한밥상(Ⅶ))퓨전떡갈비,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08017,떡갈비,0801700,해당없음,080170000,해당없음,00,해당없음,230,0,14.8,6.09,,29.11,,,,,,,313,,,,,,,,,,0,0,3,식품의약품안전처,85,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D208-034000000-0001,함박스테이크_(삼삼한밥상(Ⅶ))참치 두부 함박스테이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08034,함박스테이크,0803400,해당없음,080340000,해당없음,00,해당없음,201,0,7.41,9.41,,21.6,,,,,,,125,,,,,,,,,,0,0,3,식품의약품안전처,120,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D208-034000000-0002,함박스테이크_(삼삼한밥상(Ⅶ))함박스테이크 & 토마토카레소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,08,구이류,08034,함박스테이크,0803400,해당없음,080340000,해당없음,00,해당없음,88,0,6.53,2.39,,10.2,,,,,,,113,,,,,,,,,,0,0,3,식품의약품안전처,95,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D209-010000000-0001,단호박전_(삼삼한밥상(Ⅶ))단호박 마전,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,09,전·적 및 부침류,09010,단호박전,0901000,해당없음,090100000,해당없음,00,해당없음,188,0,3.89,7.85,,25.51,,,,,,,2,,,,,,,,,,0,0,3,식품의약품안전처,65,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D209-011000000-0001,달걀말이_(삼삼한밥상(Ⅶ))일본식 계란말이,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,09,전·적 및 부침류,09011,달걀말이,0901100,해당없음,090110000,해당없음,00,해당없음,163,0,11.71,8.35,,10.2,,,,,,,166,,,,,,,,,,0,0,3,식품의약품안전처,85,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D209-017000000-0001,모듬전_(삼삼한밥상(Ⅶ))알록달록화전 & 멸치두부전,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,09,전·적 및 부침류,09017,모듬전,0901700,해당없음,090170000,해당없음,00,해당없음,228,0,7.18,5.46,,37.4,,,,,,,133,,,,,,,,,,0,0,3,식품의약품안전처,65,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D209-031000000-0001,완자전_(삼삼한밥상(Ⅶ))두부해물완자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,09,전·적 및 부침류,09031,완자전,0903100,해당없음,090310000,해당없음,00,해당없음,153,0,8.14,6.83,,14.7,,,,,,,276,,,,,,,,,,0,0,3,식품의약품안전처,76,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D209-039000000-0001,화전_(삼삼한밥상(Ⅶ))삼색 꽃 화전,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,09,전·적 및 부침류,09039,화전,0903900,해당없음,090390000,해당없음,00,해당없음,309,0,4.06,13.4,,43,,,,,,,3,,,,,,,,,,0,0,3,식품의약품안전처,52,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D210-004000000-0001,김치볶음_(삼삼한밥상(Ⅶ))김치양배추볶음,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10004,김치볶음,1000400,해당없음,100040000,해당없음,00,해당없음,73,0,1.89,4.66,,5.85,,,,,,,339,,,,,,,,,,0,0,3,식품의약품안전처,47,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D210-011000000-0001,돼지고기볶음_(삼삼한밥상(Ⅶ))돈불고기 파인애플볶음,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10011,돼지고기볶음,1001100,해당없음,100110000,해당없음,00,해당없음,153,0,12.2,8.18,,7.64,,,,,,,254,,,,,,,,,,0,0,3,식품의약품안전처,74,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0001,떡볶이_(눈치떡)눈꽃치즈 떡볶이 대,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,144,0,7,4,,20,2,,,,,,451,,,,,,,,,,2,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0002,떡볶이_(눈치떡)눈꽃치즈 떡볶이 소,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,144,0,7,4,,20,2,,,,,,451,,,,,,,,,,2,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0003,떡볶이_(눈치떡)매운 짜장 떡볶이 대,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,166,0,5,2,,32,7,,,,,,478,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0004,떡볶이_(눈치떡)매운 짜장 떡볶이 소,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,166,0,5,2,,32,7,,,,,,478,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0005,떡볶이_(눈치떡)청양 국물 떡볶이 대,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,155,0,5,3,,27,3,,,,,,476,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0006,떡볶이_(눈치떡)청양 국물 떡볶이 소,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,155,0,5,3,,27,3,,,,,,476,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0007,떡볶이_(눈치떡)청양 오뎅 떡볶이 대,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,131,0,5,3,,21,3,,,,,,518,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0008,떡볶이_(눈치떡)청양 오뎅 떡볶이 소,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,131,0,5,3,,21,3,,,,,,518,,,,,,,,,,1,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-014000000-0009,떡볶이_(피자헤븐)치즈떡볶이,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10014,떡볶이,1001400,해당없음,100140000,해당없음,00,해당없음,175,0,3.57,2.5,,32.14,1.79,,,,,,386,,,,,,,,,,0,0,3,식품의약품안전처,28,피자헤븐,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D210-022000000-0001,버섯볶음_(삼삼한밥상(Ⅶ))만가닥버섯볶음,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10022,버섯볶음,1002200,해당없음,100220000,해당없음,00,해당없음,59,0,3.74,1.47,,7.7,,,,,,,286,,,,,,,,,,0,0,3,식품의약품안전처,43,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D210-023000000-0001,브로콜리볶음_(삼삼한밥상(Ⅶ))브로콜리견과류볶음,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10023,브로콜리볶음,1002300,해당없음,100230000,해당없음,00,해당없음,206,0,5.51,16.2,,9.62,,,,,,,8,,,,,,,,,,0,0,3,식품의약품안전처,55,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D210-035000000-0001,잡채_(삼삼한밥상(Ⅶ))유부 우엉 잡채,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,10,볶음류,10035,잡채,1003500,해당없음,100350000,해당없음,00,해당없음,214,0,5.95,14.11,,15.89,,,,,,,678,,,,,,,,,,0,0,3,식품의약품안전처,19,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D211-002000000-0001,감자조림_(삼삼한밥상(Ⅶ))곤약 감자조림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,11,조림류,11002,감자조림,1100200,해당없음,110020000,해당없음,00,해당없음,62,0,1.05,0.02,,14.39,,,,,,,500,,,,,,,,,,0,0,3,식품의약품안전처,61,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D212-001000000-0001,감자튀김_(고피자)감자튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12001,감자튀김,1200100,해당없음,120010000,해당없음,00,해당없음,275,0,3.75,10,,42.5,0,,,,,,278,,,,,,,,,,1.25,0,3,식품의약품안전처,80,고피자,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-001000000-0002,감자튀김_(꾸브라꼬 숯불두마리 치킨)양념감자튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12001,감자튀김,1200100,해당없음,120010000,해당없음,00,해당없음,314,0,5,13.75,,42.5,0,,,,,,159,,,,,,,,,,2.13,0,3,식품의약품안전처,80,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-002000000-0001,게맛살튀김_(꾸브라꼬 숯불두마리 치킨)게살튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12002,게맛살튀김,1200200,해당없음,120020000,해당없음,00,해당없음,280,0,9.52,17.14,,21.9,2.29,,,,,,351,,,,,,,,,,2.95,0,3,식품의약품안전처,105,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-004000000-0001,고구마튀김_(눈치떡)고구마 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12004,고구마튀김,1200400,해당없음,120040000,해당없음,00,해당없음,267,0,2.92,11.67,,37.5,11.25,,,,,,156,,,,,,,,,,2.04,0,3,식품의약품안전처,240,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-006000000-0001,김말이튀김_(꾸브라꼬 숯불두마리 치킨)김말이튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12006,김말이튀김,1200600,해당없음,120060000,해당없음,00,해당없음,237,0,3.33,10,,33.33,2.17,,,,,,425,,,,,,,,,,1.5,0,3,식품의약품안전처,60,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-006000000-0002,김말이튀김_(눈치떡)고추김말이 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12006,김말이튀김,1200600,해당없음,120060000,해당없음,00,해당없음,239,0,3,11,,32,1.06,,,,,,384,,,,,,,,,,1.9,0,3,식품의약품안전처,100,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-006000000-0003,김말이튀김_(눈치떡)통김말이 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12006,김말이튀김,1200600,해당없음,120060000,해당없음,00,해당없음,207,0,2.27,9.09,,29.09,0,,,,,,338,,,,,,,,,,1.59,0,3,식품의약품안전처,220,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-012000000-0001,닭튀김_(고피자)버팔로윙오리지날,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12012,닭튀김,1201200,해당없음,120120000,해당없음,00,해당없음,244,0,20.54,15.2,,5.23,3.24,,,,,,706,,,,,,,,,,2.8,0,3,식품의약품안전처,70,고피자,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-012000000-0002,닭튀김_(고피자)치킨텐더,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12012,닭튀김,1201200,해당없음,120120000,해당없음,00,해당없음,246,0,18.61,11.28,,17.54,0,,,,,,851,,,,,,,,,,1.97,0,3,식품의약품안전처,97,고피자,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-012000000-0003,닭튀김_(삼삼한밥상(Ⅶ))유린기,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12012,닭튀김,1201200,해당없음,120120000,해당없음,00,해당없음,151,0,13.2,8.77,,4.84,,,,,,,186,,,,,,,,,,0,0,3,식품의약품안전처,105,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D212-015000000-0001,떡튀김_(꾸브라꼬 숯불두마리 치킨)떡튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12015,떡튀김,1201500,해당없음,120150000,해당없음,00,해당없음,258,0,4.55,5.45,,47.73,0,,,,,,98,,,,,,,,,,1,0,3,식품의약품안전처,220,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-017000000-0001,모듬튀김_(고피자)순살치킨앤프라이,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12017,모듬튀김,1201700,해당없음,120170000,해당없음,00,해당없음,270,0,10.91,12.52,,28.82,0.36,,,,,,429,,,,,,,,,,2.2,0,3,식품의약품안전처,160,고피자,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-020000000-0001,삼치튀김_(삼삼한밥상(Ⅶ))삼치튀김 & 타르타르소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12020,삼치튀김,1202000,해당없음,120200000,해당없음,00,해당없음,261,0,17.11,20,,3.15,,,,,,,239,,,,,,,,,,0,0,3,식품의약품안전처,65,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D212-021000000-0001,새우튀김_(꾸브라꼬 숯불두마리 치킨)새우링튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12021,새우튀김,1202100,해당없음,120210000,해당없음,00,해당없음,312,0,11.67,18.33,,25,2.17,,,,,,465,,,,,,,,,,3.5,0,3,식품의약품안전처,60,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-024000000-0001,어묵튀김_(눈치떡)오뎅 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12024,어묵튀김,1202400,해당없음,120240000,해당없음,00,해당없음,253,0,11.11,8.89,,32.22,3.33,,,,,,793,,,,,,,,,,1.56,0,3,식품의약품안전처,90,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-024000000-0002,어묵튀김_(눈치떡)잡채말이어묵 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12024,어묵튀김,1202400,해당없음,120240000,해당없음,00,해당없음,197,0,8,7.43,,24.57,2.86,,,,,,555,,,,,,,,,,1.83,0,3,식품의약품안전처,175,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-026000000-0001,채소튀김_(눈치떡)야채 튀김,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12026,채소튀김,1202600,해당없음,120260000,해당없음,00,해당없음,279,0,3.57,12.86,,37.14,10.71,,,,,,176,,,,,,,,,,2.29,0,3,식품의약품안전처,140,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-027000000-0001,치즈_(고피자)치즈스틱,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12027,치즈,1202700,해당없음,120270000,해당없음,00,해당없음,307,0,15.48,16.87,,24.6,1.3,,,,,,582,,,,,,,,,,3.93,0,3,식품의약품안전처,44,고피자,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-027000000-0002,치즈_(꾸브라꼬 숯불두마리 치킨)치즈스틱,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12027,치즈,1202700,해당없음,120270000,해당없음,00,해당없음,323,0,11.67,16.67,,31.67,1.83,,,,,,560,,,,,,,,,,5.5,0,3,식품의약품안전처,60,꾸브라꼬 숯불두마리 치킨,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-027000000-0003,치즈_(눈치떡)치즈스틱,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12027,치즈,1202700,해당없음,120270000,해당없음,00,해당없음,347,0,13.33,20,,28.33,0.83,,,,,,527,,,,,,,,,,7,0,3,식품의약품안전처,60,눈꽃치즈떡볶이,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D212-029000000-0001,탕수육_(삼삼한밥상(Ⅶ))과일먹은 닭탕수,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12029,탕수육,1202900,해당없음,120290000,해당없음,00,해당없음,163,0,7.92,6.69,,17.7,,,,,,,82,,,,,,,,,,0,0,3,식품의약품안전처,64,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D212-029000000-0002,탕수육_(삼삼한밥상(Ⅶ))단호박 생선탕수 & 키위소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12029,탕수육,1202900,해당없음,120290000,해당없음,00,해당없음,120,0,3.97,5.32,,14.1,,,,,,,145,,,,,,,,,,0,0,3,식품의약품안전처,97,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D212-029000000-0003,탕수육_(삼삼한밥상(Ⅶ))쇠고기 가라아게 & 칠리소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,12,튀김류,12029,탕수육,1202900,해당없음,120290000,해당없음,00,해당없음,187,0,13.7,8.33,,14.4,,,,,,,268,,,,,,,,,,0,0,3,식품의약품안전처,107,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-002000000-0001,고구마줄기나물_(삼삼한밥상(Ⅶ))고구마순나물,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13002,고구마줄기나물,1300200,해당없음,130020000,해당없음,00,해당없음,143,0,4.54,11.4,,6.09,,,,,,,270,,,,,,,,,,0,0,3,식품의약품안전처,35,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-012000000-0001,락교무침_(삼삼한밥상(Ⅶ))매운 락교무침,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13012,락교무침,1301200,해당없음,130120000,해당없음,00,해당없음,54,0,1.01,0.26,,11.79,,,,,,,164,,,,,,,,,,0,0,3,식품의약품안전처,68,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-018000000-0001,비름나물_(삼삼한밥상(Ⅶ))비름나물 된장무침,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13018,비름나물,1301800,해당없음,130180000,해당없음,00,해당없음,70,0,3.46,3.11,,7.14,,,,,,,137,,,,,,,,,,0,0,3,식품의약품안전처,35,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-020000000-0001,삼색나물(토마토양념장)_(삼삼한밥상(Ⅶ))삼색나물 & 토마토양념장,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13020,삼색나물(토마토양념장),1302000,해당없음,130200000,해당없음,00,해당없음,86,0,4.07,1.67,,13.6,,,,,,,246,,,,,,,,,,0,0,3,식품의약품안전처,42,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-025000000-0001,아욱나물_(삼삼한밥상(Ⅶ))아욱 된장무침,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13025,아욱나물,1302500,해당없음,130250000,해당없음,00,해당없음,49,0,3.91,1.48,,5.04,,,,,,,620,,,,,,,,,,0,0,3,식품의약품안전처,23,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D213-034000000-0001,톳나물_(삼삼한밥상(Ⅶ))톳나물 두부무침,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,13,나물·숙채류,13034,톳나물,1303400,해당없음,130340000,해당없음,00,해당없음,84,0,7.14,5.4,,1.8,,,,,,,80,,,,,,,,,,0,0,3,식품의약품안전처,50,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D214-002000000-0001,감자샐러드_(삼삼한밥상(Ⅶ))마늘칩 감자샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14002,감자샐러드,1400200,해당없음,140020000,해당없음,00,해당없음,146,0,2.16,7,,18.51,,,,,,,94,,,,,,,,,,0,0,3,식품의약품안전처,55,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D214-002000000-0002,감자샐러드_(삼삼한밥상(Ⅶ))완두콩과 당근을 넣은 감자요거트샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14002,감자샐러드,1400200,해당없음,140020000,해당없음,00,해당없음,82,0,2.98,0.91,,15.51,,,,,,,25,,,,,,,,,,0,0,3,식품의약품안전처,53,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D214-012000000-0001,단호박샐러드_(삼삼한밥상(Ⅶ))단호박견과류샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14012,단호박샐러드,1401200,해당없음,140120000,해당없음,00,해당없음,144,0,4.16,4.01,,22.8,,,,,,,20,,,,,,,,,,0,0,3,식품의약품안전처,70,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D214-030000000-0001,샐러드_(삼삼한밥상(Ⅶ))연근샐러드 & 흑임자소스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14030,샐러드,1403000,해당없음,140300000,해당없음,00,해당없음,144,0,3.45,5.95,,19.1,,,,,,,25,,,,,,,,,,0,0,3,식품의약품안전처,20,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D214-030000000-0002,샐러드_(삼삼한밥상(Ⅶ))치즈두부샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14030,샐러드,1403000,해당없음,140300000,해당없음,00,해당없음,160,0,9.54,8.17,,12.11,,,,,,,156,,,,,,,,,,0,0,3,식품의약품안전처,65,삼삼한밥상(Ⅶ),2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
