식품대분류명,식품명,대표식품명,식품중분류명,식품소분류명,식품세분류명,제목,재료,레시피
면 및 만두류,떡만둣국,떡만둣국,해당없음,해당없음,해당없음,Beef bone rice dumpling soup This holiday is the easiest in the world!,"Sempyo Cauldron Style Beef Bone Broth, Rice Cake Soup, Dumplings, Green Onion, Water","Slice the green onion and boil it by dissolving 1 bag of beef bone broth in 500ml of water. When the broth boils, add rice cake soup and dumplings. After boiling, add green onions to finish!"
면 및 만두류,라면_국물,라면,국물,해당없음,해당없음,in,in,in
면 및 만두류,라면_김치,라면,김치,해당없음,해당없음,in,"Kimchi, egg, ramen soup, water, ramen, cheongyang red pepper (green pepper)",in
면 및 만두류,라면_비빔라면,라면,비빔라면,해당없음,해당없음,TV cooking) Perfect reproduction of Pal X Bibim Noodles~! Wednesday Gourmet Bibim Ramen ★,"Ramen noodles, cucumber, egg, Worcestershire sauce, soy sauce, red pepper paste, sugar, cider, vinegar, sesame, sesame oil","Put the sauce ingredients in a bowl and mix to make the sauce. Put ramen noodles in boiling water and boil for 4-5 minutes, then drain through a sieve and rinse in cold water. Add the sauce to the boiled ramen and stir it, then top with shredded cucumbers and eggs according to your taste."
면 및 만두류,라면_짜장라면,라면,짜장라면,해당없음,해당없음,in,in,in
면 및 만두류,라면_짬뽕라면,라면,짬뽕라면,해당없음,해당없음,Hot with fire ♥ Bul-flavored Jjamppong Ramen,"Ramen, pork belly, onion, cabbage, green onion, hot water, soy sauce, red pepper powder","Prepare the onion by slicing and slicing the onion and cabbage. Heat cooking oil in a pan, add pork belly, green onion, and onion, and fry enough to burn. When the onion turns golden, add the cabbage and the soy sauce. Add red pepper powder and pour hot water. Add ramen flakes, ramen soup, and noodles and boil to finish."
면 및 만두류,라면_치즈,라면,치즈,해당없음,해당없음,"Attention corn cheese fans! Sook~daldal, strong corn cheese pie in white bread!","Bread, canned corn 1 can (195g), mayonnaise, sugar, pizza cheese, egg","Add mayonnaise and sugar to the drained corn and mix. 1 can of corn = 195g , 3 tablespoons mayonnaise, 2 tablespoons sugar Cut the edges of the bread and roll it with a rolling pin. 8 slices of bread Put corn on one side of the bread and sprinkle with pizza cheese. Pizza 1 cup of cheese Apply egg water on the edge, fold it in half, and press it with a fork. Brush 1 egg with egg water on the top of the fork bread and bake in an oven preheated to 180 degrees for 12 minutes. Oven"
면 및 만두류,막국수,막국수,해당없음,해당없음,해당없음,A really easy one-bowl noodle dish! Perilla Oil Makguksu ♥,"Buckwheat noodles, seaweed, sesame, perilla oil, minced garlic, soy sauce","Boil buckwheat noodles in boiling water for 4 minutes. Thinly slice seaweed and grind finely sesame seeds. When the buckwheat noodles are cooked, rinse them under running water several times to remove the water. Add soy sauce, minced garlic, and perilla oil and mix. Put it in a bowl and top it with seaweed and sesame to finish."
면 및 만두류,만두_고기만두,만두,고기만두,해당없음,해당없음,The meat dumplings made by Mr. Baek also taste different!? meat dumplings,"Minced pork 1C (200g), minced green onion white part, dumpling skin, sugar, minced ginger, soy sauce, oyster sauce, cooking oil, water","Put 1cup minced pork, 1cup minced green onion in a bowl. Add 1C (200g) minced pork, 1C minced green onion white part, 1/2T ball sugar, 1/4T minced ginger, 3T soy sauce, 1T oyster sauce, 2T cooking oil. Add 1/2 cup of water and stir in one direction. The white part of chopped green onion should be used for sweetness. Be sure to stir in one direction so that the ingredients do not turn. When the dumpling filling is complete, put the filling in the dumpling skin to make the dumplings beautifully."
면 및 만두류,만두_김치만두,만두,김치만두,해당없음,해당없음,More delicious than buying ♥ Kimchi Dumplings,"Dumpling skin, minced pork, minced kimchi, minced green onion, boiled vermicelli, red pepper powder, salt, soy sauce, oyster sauce, minced garlic, minced ginger, alcohol, pepper, sesame oil","Minced pork is seasoned with meat seasoning. Slice the soaked noodles. Squeeze out the water from the minced kimchi by hand. Make dumplings with seasoned meat, kimchi, green onion, vermicelli, and salt. Put stuffing in the dumpling skin and make dumplings. When the water boils in the steamer, add the dumplings and steam for 15 minutes."
면 및 만두류,만두국,만두국,해당없음,해당없음,해당없음,Because our time is precious♥ Super simple rice cake dumpling soup,"Rice cake soup, dumplings, green onion, seaweed, egg, cauldron-style beef bone broth, water, salt","Slice the green onion, roast and shred the seaweed, and prepare the egg by frying it. 1/4 green onion, 1/4 seaweed, 1 egg Put water and 1 bag of beef bone broth in a pot and boil it. When it boils, add rice cake soup and dumplings and season with salt. A handful of rice cake soup, 3 dumplings, and a little salt."
면 및 만두류,만둣국,만둣국,해당없음,해당없음,해당없음,Sari gomtang rice cake dumpling soup with hot~ hot~☆,"Convenience store dumplings, Sari gomtang, rice cake soup, green onion, egg, seaweed powder, water, cooking oil","Chop the green onion into pieces. Divide the egg yolk and white and fry the zidane. When frying the zidane, tap it with a kitchen towel to make it look pretty. shred the ground Boil water in a pot. Add Sari gomtang soup and rice cake soup and bring to a boil. Add rice cake soup, sarigomtangmyeon, and dumplings and bring to a boil. Put it in a bowl and top it with zidane, green onion, and seaweed powder to finish."
면 및 만두류,비빔국수,비빔국수,해당없음,해당없음,해당없음,Three combos on a tray! Sweet and sour sweet! A la carte tray bibim noodles,"Naengmyeon broth, super red pepper paste, green vegetables, cucumber, red cabbage, orange or red paprika, soba, egg, salt, vinegar, soft mustard, perilla powder","Prepare commercially available naengmyeon broth or dongchimi water and place it in the freezer for 3 to 4 hours on thin ice. Put 2 bags of commercially available naengmyeon broth or dongchimi water in a pot, pour enough water to submerge it, add salt and vinegar, and boil. 1/2 Tbsp Salt, 1 Tbsp Vinegar, 2 Eggs After the pot water starts to boil, it is fully cooked in 13 minutes! Add buckwheat noodles to boiling water and boil for 4-5 minutes. Add 3 handfuls of buckwheat noodles, add red pepper paste, soft mustard, and perilla powder to make bibimjang. 5 tablespoons super red pepper paste, 1 tablespoon soft mustard, 3 tablespoons perilla powder Soft mustard and perilla You can omit the powder. Slice the greens, cucumber, cabbage, and paprika into bite-size pieces. 2 handfuls of greens, 2/3 cucumbers, 1/3 red cabbage, 1 orange or red paprika. Soak boiled soba in cold water. After rinsing, drain the water by sieving it through a sieve. Put boiled noodles, vegetables, and boiled eggs in a bowl, sprinkle with bibimjang, and pour frozen broth with thin ice to finish."
면 및 만두류,스파게티_토마토소스,스파게티,토마토소스,해당없음,해당없음,All-purpose Omurice Sauce! Super easy home-cooked chef Baek's cheese spaghetti,"Spaghetti Noodles, All-Purpose Omurice Sauce, Pizza Cheese",Boil the spaghetti noodles and drain them on a sieve. Spaghetti noodles for 1 person Put the noodles in a microwave-safe bowl and heat the noodles up. All-around Omurice Sauce Appropriate amount Sprinkle pizza cheese on the microwave bowl and microwave for about 4 minutes. Sprinkle Parmesan cheese powder on top of microwaved spaghetti and eat it more deliciously.
면 및 만두류,쌀국수,쌀국수,해당없음,해당없음,해당없음,Can you eat rice noodles cold? Making Cold Rice Noodles!,"Rice noodles, shrimp meat, 1 handful of green leafy vegetables (30g), 1 handful of bean sprouts (100g), chopped green pepper, chopped red pepper, soy sauce, fish sauce (canary fish sauce), vinegar, sweet chili sauce, minced garlic, red pepper oil","Soak rice noodles in cold water for about 30 minutes. Make 100g of rice noodle sauce. 1 chopped green pepper, 1 chopped red pepper, 1 tablespoon soy sauce, 1 tablespoon fish sauce, 2 tablespoons vinegar, 3 tablespoons sweet chili sauce, 1/3 tbsp minced garlic and 1 tbsp red pepper oil soaked rice noodles in boiling water and blanch for 10 seconds, then rinse in cold water and drain. Blanch the rice noodles in boiling water and then blanch for 10 seconds, then rinse in cold water. 1 cup of shrimp meat, 1 handful of bean sprouts (100g) Put all the ingredients (rice noodles, bean sprouts, shrimp, green leafy vegetables) in a bowl, sprinkle with sauce and toss. . TIP - Prepare green leafy vegetables according to your taste, such as cilantro, mugwort, sesame leaves, or oak greens. 1 handful of green leafy vegetables (30g)"
면 및 만두류,올갱이국수,올갱이국수,해당없음,해당없음,해당없음,in,in,in
면 및 만두류,우동_김치,우동,김치,해당없음,해당없음,A rising power to threaten kimchi fried rice! Kimchi Fried Udon,"Udon noodles, kimchi, green onion, bacon, cooking oil, water, seaweed powder, soy sauce 1/2T, red pepper powder, sesame oil","Prepare by slicing green onion and bacon finely. Prepare kimchi by cutting 1/2 cup of green onion and 3 strips of bacon. Prepare 1 cup of kimchi. Turn off the heat, and put green onion and cooking oil in a pan. Heat 1/2 cup of green onion and 2T cooking oil in a pan. Turn on and stir-fry, and when the green onion dies, add bacon. When the green onion turns golden brown, add soy sauce and press. Add kimchi and red pepper powder to 1+1/2T 5 soy sauce and stir-fry to complete kimchi stir-fry. Put kimchi stir-fry and udon noodles in 1T red pepper powder pan, add water, and loosen the noodles. Stir-fry. 1 bag of commercially available udon noodles, a little water If water is not enough, add little by little and stir-fry. When the seasoning is full and the noodles are shiny, turn off the heat and sprinkle with seaweed powder and sesame oil to finish. A little seaweed powder, 1T sesame oil"
면 및 만두류,우동_일식,우동,일식,해당없음,해당없음,hot summer! Cool and steamy~ Cold Udon,"Udon noodles, liquid soy sauce, ice, 1/2 cup of water, sugar, vinegar, chives, seasoned laver","Put the udon noodles in boiling water and boil them. 1 Udon Ramen Place the boiled noodles in ice water to cool them. Cut the chives and soak them in cold water to remove the water. Soak a little chives in cold water to remove the bitter taste. Add water, liquid soy sauce, sugar, and vinegar and mix well. 1 liquid soy sauce, 1+1/2 cups water, 1T sugar, 1T vinegar Put noodles in a bowl, pour the broth, and top with ice and garnish. , a little seasoned seaweed, an appropriate amount of ice"
면 및 만두류,울면,울면,해당없음,해당없음,해당없음,Making Cry Noodles with Ramen at Home,"Anchovy Kalguksu Ramen, Water, Seafood Mix, Onion, Carrot, Leek, Cabbage Leaf, Wood Ear Mushroom, Egg, Starch Water, Sesame Oil","Slice the onion, carrot, and cabbage leaves and cut the leek into 5cm lengths. Put water and ramen soup in a pot and bring to a boil. When it boils, add seafood mix, onions, carrots, cabbage leaves, and wood ear mushrooms. Prepare the wood ear mushrooms by soaking them in water in advance. Add noodles and boil, then add starch water to adjust the concentration. Starch water = starch powder 1: water 1 Reduce the heat and pour in egg water to dissolve. Add chives and sesame oil and turn off the heat."
면 및 만두류,자장면,자장면,해당없음,해당없음,해당없음,Tomorrow is Jajangmyeon Day! Making the 3 Great King Gunsan Gochujang Jjajang!,"Chinese noodles, pork loin, cocktail shrimp, green onion, onion, cabbage, soy sauce, red pepper powder, cheongyang red pepper, solid jjajang, 1/2 cup of water, cooking oil","Chop the green onion and cheongyang pepper into pieces. Cut the onion and cabbage into large pieces. Prepare the pork by cutting it into bite-size pieces. Heat oil in a frying pan, fry green onion and pork, then add soy sauce and red pepper powder. Add onion, cabbage, and cocktail shrimp, stir-fry over high heat, pour water, and add solid jjajang. Dissolve the jjajang and bring it to a boil, then add the cheongyang red pepper. Boil the noodles in boiling water, put them in a bowl, and top with jajangjang to finish. Add more cheongyang red pepper and red pepper powder to your liking."
면 및 만두류,자장면_삼선,자장면,삼선,해당없음,해당없음,Tomorrow is Jajangmyeon Day! Making the 3 Great King Gunsan Gochujang Jjajang!,"Chinese noodles, pork loin, cocktail shrimp, green onion, onion, cabbage, soy sauce, red pepper powder, cheongyang red pepper, solid jjajang, 1/2 cup of water, cooking oil","Chop the green onion and cheongyang pepper into pieces. Cut the onion and cabbage into large pieces. Prepare the pork by cutting it into bite-size pieces. Heat oil in a frying pan, fry green onion and pork, then add soy sauce and red pepper powder. Add onion, cabbage, and cocktail shrimp, stir-fry over high heat, pour water, and add solid jjajang. Dissolve the jjajang and bring it to a boil, then add the cheongyang red pepper. Boil the noodles in boiling water, put them in a bowl, and top with jajangjang to finish. Add more cheongyang red pepper and red pepper powder to your liking."
면 및 만두류,짜장면,짜장면,해당없음,해당없음,해당없음,Taste Chinese cuisine at home! Chinese restaurant regular customer Jjajangmyeon,"Minced pork, chopped green onion, coarsely chopped onion, flat sliced ​​cabbage, flat sliced ​​zucchini pumpkin, canned corn, shredded cucumber, fried egg, red pepper powder, salt, pepper powder, Cheongju, chunjang 3+1/2 tablespoons, soy sauce 1+1 /2 tbsp, oyster sauce 1/2 tbsp, sugar, minced garlic, minced ginger, potato starch, water","Season the minced pork by mixing it with salt (a little), pepper powder (a little), and Cheongju (1 tbsp). Ground pork: a little bit of salt, a little bit of pepper, and 1 tbsp. Add 15cm of chopped green onion, 3+1/2 tablespoons of Chunjang, and fry in the order of pork and onion in a pan. 2 Handful Cabbage, 1 Handful Zucchini Zucchini, Sliced ​​Flat [Spice]: 1 1/2 Tbsp Soy Sauce, 1 1/2 Tbsp Oyster Sauce, 2 Tbsp Sugar, 1 Tbsp Minced Garlic, 1/4 Tbsp Minced Ginger Water (2 cups) Pour and boil. When the ingredients are cooked, pour in the starch water and boil it thick. Starch water: 2 tablespoons potato starch, 2 tablespoons water Taste and adjust the seasoning with salt. Sprinkle some sauce over the rice or boiled noodles to suit your taste and finish with garnish. [Garnish] 2 tablespoons of canned corn, 1 handful of shredded cucumbers, 2 fried eggs, a little red pepper powder"
면 및 만두류,짬뽕_굴,짬뽕,굴,해당없음,해당없음,Oyster Jjamppong l On days when you don’t need red jjamppong… Jjamppong with plenty of sea scent????,"Oyster, squid, shiitake mushroom, green onion, bok choy, garlic, water, chicken stock, salt, pepper, oyster sauce, soy sauce, rice wine, raw noodles, sesame oil, cooking oil, dried red pepper","Wash oysters in light salted water and drain through a sieve. Slice garlic and shiitake mushrooms. Cut the bok choy in half, and the green onion in half and cut into 5cm lengths. Cut the squid into bite-size pieces. Heat oil in a heated pan, add garlic, green onion, and dried red pepper and fry. When the aroma of spices is fully absorbed, add shiitake mushrooms and squid and stir-fry. Add soy sauce, sake, and oyster sauce and stir-fry, then add water and chicken stock and bring to a boil. When the broth boils, add the bok choy and oysters. Add cooked noodles and boil for a while, then add salt, pepper, and sesame oil to finish."
면 및 만두류,짬뽕_삼선,짬뽕,삼선,해당없음,해당없음,"After all, Jjamppong tastes best with squid in it! Squid Jjamppong","Ramen, squid, cocktail shrimp 1/2C (50g), green onion 10cm, bean sprouts 1 handful (80g), cooking oil, red pepper powder, water 2+3/4Cup (550ml), Cheongju, Cheongyang pepper","Put 3T of cooking oil and 1T of red pepper powder in a pot and heat red pepper oil over low heat. When the hot pepper oil comes out in the pot, add chopped green onion and green onion. When the ramen starts to boil, put the ramen, trimmed squid and cocktail shrimp in a pot and add 1T of sake. Add 1/2 squid and 1/2C (50g) cocktail shrimp and boil until the noodles are cooked, then leek and red pepper. 1 handful of bean sprouts (80g), 1 Cheongyang pepper"
면 및 만두류,칼국수_닭고기,칼국수,닭고기,해당없음,해당없음,"Kalguksu is a bonus! When I miss my mom's home-cooked food, Mr. Baek Gochujang Jjigae","Potato, pork (for stew), onion, oyster mushroom, cheongyang red pepper, green onion, kalguksu, cooking oil, sesame oil, red pepper paste, red pepper powder, minced garlic, 2+1/2 tablespoons soy sauce, anchovy sauce, water","Heat cooking oil and sesame oil in a saucepan, add red pepper paste and red pepper powder in that order, and stir-fry over medium-low heat so that they do not burn. Cooking oil (2 tablespoons), sesame oil (3 tablespoons), red pepper paste (2 tablespoons), red pepper powder (1 tablespoon), hot water (2 cups) in a pot ), add potatoes and meat and bring to a boil. 2 potatoes, 100g for soup stew (pork or beef), you can add red pepper powder (1 tbsp) according to your taste. When it boils, add minced garlic, soy sauce, and anchovy sauce. When it boils again, add onion and oyster mushrooms and boil for a little more, then scallion. and add chilli 1 onion, 2 handful oyster mushrooms, 1 cheongyang red pepper, and 15cm green onion kalguksu lightly rinse under running water, wash off the dry powder, put in the stew and boil until the noodles are transparent"
면 및 만두류,칼국수_들깨,칼국수,들깨,해당없음,해당없음,in,in,in
면 및 만두류,칼국수_해물,칼국수,해물,해당없음,해당없음,How to cook seafood kalguksu l cool,"Clams, mussels, shrimp, kalguksu noodles, onion, cheongyang pepper, red pepper, anchovy kelp stock, salt, pepper, minced garlic","Slice the onion and slice the cheongyang pepper and red pepper diagonally. Pour the anchovy kelp stock into a pot and boil the seafood. When the clams open their mouths, add the kalguksu noodles and bring to a boil. When the noodles are about 80% cooked, add the onion, red pepper, and seasoning ingredients and boil until the noodles are cooked."
죽 및 스프류,게살죽,게살죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,깨죽,깨죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,미음,미음,해당없음,해당없음,해당없음,[Weaning Food Step 2] Give your child both taste and nutrition with Chajo Banana Mieum filled with mother's love.,"Soaked rice, Soaked perilla, Banana, Water",Add water to the soaked rice and soaked perilla and grind finely in a blender. Mash the bananas using a strainer or a knife side. Add the ground ingredients and banana and bring it to a boil. Reduce the heat to low and simmer for about 7-8 minutes. Adjust the concentration according to your baby's taste. Filter through a fine sieve and cool to finish. Allow the baby to adjust to the ingredients little by little.
죽 및 스프류,백합죽,백합죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,쇠고기버섯죽,쇠고기버섯죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,쇠고기버섯죽,쇠고기버섯죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,스프_양송이,스프,양송이,해당없음,해당없음,Smell is UP!UP!♥Mushroom Perilla Sesame Soup,"Mushroom, milk, onion, whole garlic, flour, perilla powder, butter, olive oil, water, salt, pepper","Prepare the mushroom by slicing the bottom slightly and slicing it in pieces. Heat butter and olive oil in a pan, add garlic and onion and fry. Add the shiitake mushrooms and saute until breathless. Add the flour and fry for about 2-3 minutes more until the flour is cooked. Pour milk over the fried ingredients and bring to a boil. Put the boiled ingredients in a blender and grind. Put the ground ingredients back into the pot, pour 1/2 cup of water and boil it thick. When the soup is concentrated, add perilla powder, salt, and pepper to finish.? The perilla powder should be added at the end to make it more savory."
죽 및 스프류,스프_양파,스프,양파,해당없음,해당없음,Onion's sweet transformation! onion soup,"1 onion (200g), milk, 3 spoons of glutinous rice flour (20g), MSG","Chop the onion and boil it with milk to remove the spicy taste. Grind it finely in a blender with 1 onion (200g), 2 cups of milk 1) and cold rice. Match it. 2 tablespoons"
죽 및 스프류,어죽,어죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,율무죽,율무죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,잣죽,잣죽,해당없음,해당없음,해당없음,If you need nourishment ♥ Pine porridge,"Soaked rice, pine nuts, water, salt","The rice is soaked and prepared. Prepare the smoothie chopper by adding soaked rice, pine nuts, and 1 cup of water. Pour the ground ingredients and 2 cups of water into a pot and bring to a boil. When it thickens, turn off the heat and finish. Season the salt separately before eating."
죽 및 스프류,참깨죽,참깨죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,참치죽,참치죽,해당없음,해당없음,해당없음,A hearty breakfast to start! tuna porridge,"Rice, leftover vegetables (various), 1 can of tuna (210g), seaweed powder, crushed sesame, soy sauce, salt, sesame oil","Pour rice and water (5 cups) into a pot and bring to a boil over high heat while stirring. 1 bowl of rice Remove the oil from the tuna over high heat. 1 can of tuna (210g) When it starts to boil, reduce the heat to medium and simmer for another 10 minutes. Put it in a boil over medium heat. When it becomes thick, add chopped vegetables and boil. 1 cup of leftover vegetables (various) When it boils again, season with soy sauce and salt. Put 1 tablespoon of soy sauce and a little salt in a bowl and add garnish. Finishing. Garnish: seaweed powder, crushed sesame, sesame oil 1 tbsp."
죽 및 스프류,현미죽,현미죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,흰게살죽,흰게살죽,해당없음,해당없음,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),NaN,해당없음,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),삼광,_삼광,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),새일미,_새일미,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),신동진,_신동진,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),오대,_오대,해당없음,in,in,in
죽 및 스프류,흰죽(쌀죽),흰죽(쌀죽),칠분도미,_칠분도미,해당없음,in,in,in
국 및 탕류,감자국,감자국,해당없음,해당없음,해당없음,When you think of fluffy potatoes? potato soup,"Potato, onion, green onion, enoki mushroom, anchovy for soup, 1 kelp (5X5cm), 5 cups (1 liter) of water, perilla or sesame oil, soy sauce, salt, minced garlic, black pepper","Fry the anchovies in a dry pot to get rid of a fishy smell, then pour in kelp and water (5 cups = 1 liter), boil over medium heat for 15 minutes, and sift through a sieve. Drizzle with sesame oil (1 tbsp) and fry the potatoes over medium heat. When it starts to become transparent, add the onion and stir-fry a little more, then pour in the broth. Boil 3 potatoes and 1 onion over medium heat until the potatoes are completely transparent. Add soy sauce, salt, minced garlic, pepper powder, diagonally sliced ​​green onion, and enoki mushrooms and boil a little more to finish. 1 Tbsp Soy Sauce, 1/4 Tbsp Salt, 1/2 Tbsp Minced Garlic, A Little Pepper, 10cm Green Onion, 1 Handful of Enoki Mushrooms"
국 및 탕류,게국지,게국지,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,곰치국,곰치국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,곰탕,곰탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,김치국,김치국,해당없음,해당없음,해당없음,TV cuisine) Excellent spicy taste ★ Cha Seung-won's Kimchi soup,"Old paper, green onion, anchovy kelp stock, clams, coarse red pepper powder, fine red pepper powder, salt","Slice the green onion and cut the aged paper into bite-sized pieces. When the anchovy kelp stock boils, add the aged paper, coarse red pepper powder, fine red pepper powder, salt, and clams. After boiling, add green onions to finish."
국 및 탕류,꼬리곰탕,꼬리곰탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,낙지탕,낙지탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,매생이국,매생이국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,묵말이_도토리묵,묵말이,도토리묵,해당없음,해당없음,in,in,in
국 및 탕류,미소된장국,미소된장국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,선짓국,선짓국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,소탕,소탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,순대국,순대국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,아구탕,아구탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,어탕,어탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,연포탕,연포탕,해당없음,해당없음,해당없음,Brilliant soup overflowing with white ♥ Yeonpotang,"Octopus, 1/5 radish (100g), 1 handful water parsley (50g), shiitake mushroom, green onion, cheongyang pepper, anchovy kelp stock, minced garlic, soy sauce, salt, pepper","Prepare radish by slicing nabak, shredded shiitake mushrooms, sliced ​​cheongyang red pepper, sliced ​​green onion diagonally, and water parsley cut into 5cm pieces. Clean the octopus, wash it thoroughly, and prepare it in a barrel. (Refer to the octopus trimming video) 1/5 radish (100g), 3 shiitake mushrooms, 2 cheongyang peppers, 10cm green onion, 1 handful (50g) water parsley, 4 octopus. Add minced garlic and simmer until radish becomes transparent. 1000ml anchovy kelp stock, 1T minced garlic Pot When radishes are cooked, season with soy sauce, salt and pepper, and simmer a little more. Soy sauce 1T, salt 1/4T, pepper Add the octopus and cook until the color of the octopus changes. When bubbles rise, remove it. Add water parsley, green onion, and cheongyang pepper to finish."
국 및 탕류,올갱이국,올갱이국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,육개장_쇠고기,육개장,쇠고기,해당없음,해당없음,Really simple and easy to cook Yukgaejang,"Soy sauce, bean sprouts (or host), soaked bracken, 1 handful oyster mushroom (100g), green onion 10cm, kelp 10cm, water, egg, cooking oil, sesame oil, red pepper powder, minced garlic, soy sauce, salt, pepper","Add 2 pieces of kelp to 1L of mineral water and soak for about 20 minutes to make kelp water. Soak the beef in cold water to drain the blood, cut the bracken into bite-size pieces with a knife, cut the oyster mushrooms one by one, cut the green onion in half, and wash and clean the host. 6 green onion 10cm, 120g bean sprouts (or host) Put 1T cooking oil, 2T sesame oil, and 3T red pepper powder in a pot and stir-fry over low heat so that the red pepper powder does not burn so that the red pepper oil comes out. Add bracken, oyster mushroom, and bean sprouts and stir-fry once more. Pour kelp water over the roasted ingredients, add 2T minced garlic, 2T soy sauce, and a little pepper. After boiling for about 30 minutes, add the remaining green onion and egg water and boil it for a bit."
국 및 탕류,육탕,육탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,전복탕,전복탕,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,조개국_바지락,조개국,바지락,해당없음,해당없음,Cool clams to the inside ★,"Clam, water, green onion, anchovy fish sauce, cheongyang pepper, coarse salt","Cut the clams well, and cut the green onion and cheongyang pepper into pieces. Put the water in a pot and when it boils, add the clams and bring to a boil. When it boils, remove the bubbles. Reduce the heat and simmer on low heat for about 5 minutes, add fish sauce, and season with salt. Add cheongyang pepper and green onion and turn off the heat."
국 및 탕류,지리탕_대구,지리탕,대구,해당없음,해당없음,in,in,in
국 및 탕류,지리탕_복,지리탕,복,해당없음,해당없음,in,in,in
국 및 탕류,초당순두부,초당순두부,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,탕국,탕국,해당없음,해당없음,해당없음,in,in,in
국 및 탕류,해물탕,해물탕,해당없음,해당없음,해당없음,Italian seafood soup pasta! seafood pasta,"1 handful spaghetti noodles (100g), tomato sauce 1/21/2C (300ml), garlic, shrimp, squid body, mussels, rice wine, onion, mushroom, basil leaf, peperoncino, salt, pepper, olive oil, noodles or water 2C (400ml)","When the water starts to boil, add spaghetti noodles and boil for about 8 minutes to remove only the noodles. Do not throw away the boiling water. (Please put the boiled noodles in the alio olio) 1 handful of spaghetti noodles (100g) Heat 2T of olive oil in a pan and fry the garlic on low heat until golden, then cut the peperocino in half to make it spicy. 3 garlic, pepe 3 roncino pans Put shredded onion and sliced ​​​​mushrooms in a frying pan over low heat and stir-fry. Add 1/4 onion and 4 oyster mushrooms, chopped seafood, add 2T of sake, and cook until mussels open. 10 shrimp, 1/2 squid body, 10 mussels In a frying pan, add 2C noodles, 1/2C tomato sauce, and a little basil powder, season with salt and pepper, and boil for about 3 minutes. Salt 1 /4T, a little pepper, 3 basil leaves Put the boiled spaghetti noodles in the boiling sauce and finish."
국 및 탕류,해장국_뼈다귀,해장국,뼈다귀,해당없음,해당없음,in,in,in
국 및 탕류,해장국_선지,해장국,선지,해당없음,해당없음,in,in,in
국 및 탕류,해장국_우거지,해장국,우거지,해당없음,해당없음,in,in,in
국 및 탕류,해장국_콩나물,해장국,콩나물,해당없음,해당없음,in,in,in
국 및 탕류,황태해장국,황태해장국,해당없음,해당없음,해당없음,"The captain of the haejang industry, please come~ Hwangtae haejang-guk!","Hwangtaekchae, radish, 1/2 potato (60g), green onion 10cm, water, soy sauce, minced garlic, perilla oil, pepper, salt, cheongyang pepper","Slice potatoes and radishes into 0.5cm pieces, cut green onions diagonally, and cut cheongyang red pepper to prepare. 200g radish, 1/2 potato, 1 green onion 10cm, 1/2 cheongyang pepper Wash yellow pollack once in clean water and prepare. Pour 1 handful of Hwangtaekchae and water (1cup) into a pot just enough to submerge the Hwangtaechae, add 1T perilla oil, and bring to a boil over high heat. Add shredded potatoes and radishes, add 2T soy sauce and 1T minced garlic, and boil until potatoes are cooked. Add or subtract salt according to individual differences. When the potatoes are cooked, top with diagonally sliced ​​green onion and cheongyang red pepper to complete the Hwangtae Haejangguk."
찌개 및 전골류,고등어찌개,고등어찌개,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,곱창전골_쇠고기,곱창전골,쇠고기,해당없음,해당없음,in,in,in
