,구분,음식명,영문,음식설명,식품명,식품대분류명
298,구이,장어구이,Grilled Freshwater Eel,"Eel marinated in a sauce of red chili pepper paste, soy sauce, sugar, green onions, garlic and sesame oil and grilled. The eel can also be lightly steamed, coated with a mixture of soy sauce and sugar, and then grilled.",장어구이_양념,구이류
299,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_달걀,조림류
300,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_메추리알,조림류
301,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_쇠고기,조림류
302,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_쇠고기_메추리알,조림류
303,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_돼지고기_메추리알,조림류
304,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_쇠고기_메추리알,조림류
305,조림,장조림,Beef Chunks Braised in Soy Sauce,Pieces of beef braised in soy sauce and water until the meat turns dark and salty. The meat is then cut into smaller pieces for serving. This is one of the most traditional and popular beef side dishes.,장조림_우엉,조림류
306,"국,탕",재첩국,Small Clam Soup,"Small clams, steamed and shelled, cooked in a clam broth and seasoned with salt. A specialty of Gyeongsang-do in southeastern Korea.",재첩국,국 및 탕류
307,죽,전복죽,Rice Porridge with Abalone,A savory rice porridge cooked with minced abalone.,전복죽,죽 및 스프류
308,떡,절편,Patterned Rice Cake,"White rice cakes rolled fiat, pressed with patterned molds, and cut into small squares. The patterned rice cakes are then brushed with oil.",절편_쑥,"곡류, 서류 제품"
309,떡,절편,Patterned Rice Cake,"White rice cakes rolled fiat, pressed with patterned molds, and cut into small squares. The patterned rice cakes are then brushed with oil.",절편,"곡류, 서류 제품"
310,구이,조기구이,Grilled Yellow Croaker,Croaker salted and grilled.,조기구이,구이류
311,조림,조기조림,Braised Yellow Croaker,"Croaker braised in seasoned soy sauce, green onions and garlic.",조기조림,조림류
312,조림,족발,Glazed Pig's Feet,"Pig's feet cooked in soy sauce, sugar, ginger and garlic until glazed.",족발,찜류
313,조림,족발,Glazed Pig's Feet,"Pig's feet cooked in soy sauce, sugar, ginger and garlic until glazed.",족발,찜류
314,볶음,죽순볶음,Sauteed Bamboo Shoots,"Bamboo shoots sauteed with pork, green chili peppers, onions, and seasonings.",죽순볶음_쇠고기,볶음류
315,떡,증편,Rice Wine Cake,"Steamed rice cakes made with white rice flour and rice wine. The wine ferments the dough and gives a tangy taste to the cakes. The tops of these white, fluffy cakes are colorfully garnished. Also called sultteok (wine cake).",증편,"곡류, 서류 제품"
316,밥,찰밥,Cooked Sweet Rice,"Cooked sweet rice with red beans, jujubes (Korean dates), and chestnuts. Sugar, soy sauce and sesame oil are added to bring out the flavor.",찰밥,밥류
317,죽,채소죽,Rice Porridge with Vegetables,"A rice porridge made with vegetables such as summer squash, green onions, bean sprouts, and pumpkin.",채소죽,죽 및 스프류
318,마른찬,채소튀김,Deep-fried Vegetables,Vegetables dipped in a flour batter and deep-fried.,채소튀김_(눈치떡)야채 튀김,튀김류
319,마른찬,채소튀김,Deep-fried Vegetables,Vegetables dipped in a flour batter and deep-fried.,채소튀김,튀김류
320,찌개,청국장찌개,Cheonggukjang (Extra Strong Soybean Paste) Stew,"A stew made with a thick soybean paste called cheonggukjang (similar to Japanese natto) with dubu (soybean curd / tofu), fully fermented kimchi, and pork. This paste is thicker and has a stronger smell than the regular soybean paste (doenjang). Also called dambukjang-jjigae.",청국장찌개,찌개 및 전골류
321,찌개,청국장찌개,Cheonggukjang (Extra Strong Soybean Paste) Stew,"A stew made with a thick soybean paste called cheonggukjang (similar to Japanese natto) with dubu (soybean curd / tofu), fully fermented kimchi, and pork. This paste is thicker and has a stronger smell than the regular soybean paste (doenjang). Also called dambukjang-jjigae.",청국장찌개,찌개 및 전골류
322,김치,총각김치,Whole Radish Kimchi,"A kimchi made of young white radishes used whole with the stems and leaves. The radishes are seasoned with red chili pepper powder, green onions, garlic, ginger and fish sauce, then left to cure. lt literally means bachelor kimchi, because the stems are reminiscent of the long ponytails of unmarried men in traditional times. Also called altari kimchi.",총각김치,김치류
323,"국,탕",추어탕,Loach Soup,"A thick, strongly flavored soup made of fresh loach simmered with vegetables, soybean paste (doenjang), and red chili pepper paste.",추어탕,찌개 및 전골류
324,"국,탕",추어탕,Loach Soup,"A thick, strongly flavored soup made of fresh loach simmered with vegetables, soybean paste (doenjang), and red chili pepper paste.",추어탕,찌개 및 전골류
325,나물,취나물,Wild Aster Namul,A side dish made with blanched wild aster (a vegetable found in the mountains) that has been seasoned or stir-fried with other ingredients.,취나물_된장,나물·숙채류
326,면,칼국수,Home-style Noodle Soup,"A soup made of wheat flour noodles flattened and cut by hand, served in a hot chicken or beef broth and topped with clams, julienned summer squash, and a seasoning sauce.",칼국수_닭고기,면 및 만두류
327,면,칼국수,Home-style Noodle Soup,"A soup made of wheat flour noodles flattened and cut by hand, served in a hot chicken or beef broth and topped with clams, julienned summer squash, and a seasoning sauce.",칼국수_들깨,면 및 만두류
328,면,칼국수,Home-style Noodle Soup,"A soup made of wheat flour noodles flattened and cut by hand, served in a hot chicken or beef broth and topped with clams, julienned summer squash, and a seasoning sauce.",칼국수_해물,면 및 만두류
329,면,칼국수,Home-style Noodle Soup,"A soup made of wheat flour noodles flattened and cut by hand, served in a hot chicken or beef broth and topped with clams, julienned summer squash, and a seasoning sauce.",칼국수,면 및 만두류
330,면,칼국수,Home-style Noodle Soup,"A soup made of wheat flour noodles flattened and cut by hand, served in a hot chicken or beef broth and topped with clams, julienned summer squash, and a seasoning sauce.",칼국수_바지락,면 및 만두류
331,찜,코다리찜,Simmered Half-dried Pollack,"Half-dried pollack marinated in a sauce of red chili pepper paste, soy sauce, sugar, green onions, ginger, sesame oil and black pepper, then simmered over low heat.",코다리찜,찜류
332,면,콩국수,Noodles in Chilled White Bean Soup,Chilled white bean soup made of pureed soybeans served with noodles and garnished. with julienned cucumber and watermelon. Sometimes white sesame seeds are added to the puree. This dish is eaten in the hot summer.,콩국수,면 및 만두류
333,"국,탕",콩나물국,Soybean Sprout Soup,A clear soup with soybean sprouts.,콩나물국,국 및 탕류
334,무침,콩나물무침,Seasoned Soybean Sprout Namul,"Blanched bean sprouts seasoned with green onions, garlic, soy sauce and sesame oil. This is one of the most common side dishes served in Korean homes.",콩나물무침,나물·숙채류
335,무침,콩나물무침,Seasoned Soybean Sprout Namul,"Blanched bean sprouts seasoned with green onions, garlic, soy sauce and sesame oil. This is one of the most common side dishes served in Korean homes.",콩나물무침_고춧가루,나물·숙채류
336,무침,콩나물무침,Seasoned Soybean Sprout Namul,"Blanched bean sprouts seasoned with green onions, garlic, soy sauce and sesame oil. This is one of the most common side dishes served in Korean homes.",콩나물무침,나물·숙채류
337,밥,콩나물밥,Rice Cooked with Soybean Sprouts,White rice cooked with soybean sprouts.,콩나물밥,밥류
338,밥,콩밥,Cooked Rice with Beans,"Rice cooked with various beans, such as black beans, green peas, or kidney beans. Served as an alternative to plain white rice.",콩밥_검정콩,밥류
339,밥,콩밥,Cooked Rice with Beans,"Rice cooked with various beans, such as black beans, green peas, or kidney beans. Served as an alternative to plain white rice.",콩밥_완두콩,밥류
340,나물,탕평채,Mung Bean Jelly Mixed with Vegetables and Beef,"Slices of mung bean jelly mixed with vegetables, dried laver, and seasoned ground beef. Served cold.",탕평채,생채·무침류
341,나물,톳나물,Seasoned Bushy Seaweed,A fresh side dish made of a bushy brown seaweed that has been blanched and seasoned.,톳나물_(삼삼한밥상(Ⅶ))톳나물 두부무침,나물·숙채류
342,김치,파김치,Green Onion Kimchi,"A kimchi made with lightly salted green onions seasoned with pickled anchovy sauce, garlic and red chili pepper powder.",파김치,김치류
343,무침,파래무침,Seasoned Grassy Seaweed,"Blanched grassy seaweed seasoned with soy sauce, sugar and black pepper, or a mixture of pickled anchovy sauce, garlic, green onions and red chili pepper powder.",파래무침,생채·무침류
344,"전,적",파전,Green Onion Pancake,"Pancakes made of an egg, wheat flour and rice flour batter pan-fried with green onions, chives, beef, clams, mussels and other ingredients.",파전_해물,전·적 및 부침류
345,"전,적",파전,Green Onion Pancake,"Pancakes made of an egg, wheat flour and rice flour batter pan-fried with green onions, chives, beef, clams, mussels and other ingredients.",파전,전·적 및 부침류
346,죽,팥죽,Rice and Red Bean Porridge,"A rice porridge made with red beans. After boiling the beans, they are strained to produce a liquid which is added to the cooked rice porridge. Sometimes small rice balls are added . This dish is made specially to celebrate the winter solstice.",팥죽,죽 및 스프류
347,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_뼈다귀,국 및 탕류
348,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_선지,국 및 탕류
349,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_뼈다귀,국 및 탕류
350,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_선지,국 및 탕류
351,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_우거지,국 및 탕류
352,"국,탕",해장국,Hangover Soup,"A thick soup made from ox bone broth with soybean paste(doenjang), soybean sprouts, white radish, green onions and sometimes ox blood. Also called early morning soup, it is a traditional home-style soup eaten alter a night of heavy drinking.",해장국_콩나물,국 및 탕류
353,전,호박전,Pan-fried Summer Squash,"Squash sliced into thin round pieces, coated in flour and egg batter, and pan-fried.",호박전,전·적 및 부침류
354,죽,호박죽,Pumpkin Porridge,"A porridge made of fully ripe pumpkins steamed and mashed, then mixed with wheat flour or glutinous rice flour and simmered until thick. Sweetened with sugar or red beans.",호박죽,죽 및 스프류
355,"전,적",화양적,Beef and Vegetable Brochette (3),"Brochettes of beef, bellflower roots (doraji), carrots, shiitake mushrooms, cucumbers and other ingredients cut into strips, sauteed in soy sauce and sesame oil, then put onto skewers and pan-fried.",화양적,전·적 및 부침류
356,떡,화전,Pan-fried Sweet Rice Cake with Flower Petals,"Round, fiat rice cakes made of glutinous rice flour, decorated with minced jujubes (Korean dates) or petals of colorful flowers such as azalea, rose, chrysanthemum, and pan-fried. The fried cakes are sprinkled with sugar while still warm.",화전_(삼삼한밥상(Ⅶ))삼색 꽃 화전,전·적 및 부침류
357,구이,황태구이,Seasoned and Grilled Dried Pollack,"Freeze-dried pollack grilled with a seasoning of soy sauce, red chili pepper paste, green onions, garlic, sesame oil, sugar and black pepper.",황태구이,구이류
358,밥,회덮밥,Raw Fish and Vegetables over Rice,Slices of raw fish and fresh vegetables served in a bowl over rice with vinegared red chili pepper paste. Mixed thoroughly before eating.,회덮밥,밥류
359,밥,회덮밥,Raw Fish and Vegetables over Rice,Slices of raw fish and fresh vegetables served in a bowl over rice with vinegared red chili pepper paste. Mixed thoroughly before eating.,회덮밥_모듬,밥류
360,죽,흑임자죽,Black Sesame and Rice Porridge,A porridge made of white rice and ground black sesame seeds. Popular as a high energy food.,흑임자죽,죽 및 스프류
