id,카테고리명,분류기준,식품명,설명,ingre,recipe
1107,한식,생채류,도라지생채,"Sliced ​​whole bellflower into thin slices, soaked in salt water to remove bitterness, and then seasoned with gochujang seasoning.","whole bellflower, salt, red pepper paste, sugar, vinegar, green onion, garlic, sesame salt, red pepper powder","Chop the onion and garlic finely. Cut off the tip of the bellflower, insert a scabbard, and peel it as if it were torn apart. Wash and peel the bellflower sufficiently so that the bellflower does not get dirty. Cut the bellflower according to your requirements. Add 1/4C water and 1/2t salt to the shredded bellflower and pickle the bellflower. Add 2t red pepper paste, 2t red pepper powder, 1T sugar, 1T vinegar, a little bit of salt, 1/2T chopped green onion, 2/3t minced garlic, and a little sesame salt to make a sauce. and pickled bellflower until it is sufficiently curved. Sprinkle with 1/2T~1T of seasoning sauce and stir-fry the bellflower. It may cause moisture, so stir right before submission."
1108,한식,밥류,묵은지말이밥,"Add sesame oil and sesame salt to the rice and mix, then roll it up on an old paper that has been brushed with kimchi.","Old paper, rice, sugar, sesame oil, minced red bean stem, sugar, sesame oil, sesame, green pepper, chopped green onion, minced garlic, sesame oil, sesame, soybean paste, red pepper paste","Cut the stems of the washed old paper. Soak the aged paper in cold water for 3-5 minutes to remove the salty taste. Add 1 tbsp sugar and 1 tbsp sesame oil to the aged paper and season. Finely chop the old stalks, add sugar, sesame oil, sesame seeds, and rice and mix. Put the doenjang seasoning ingredients in a bowl and make the miso seasoning. After unfolding the old paper, add seasoned rice and soybean paste seasoning and roll it up to complete."
1109,밑반찬,생채류,봄동생채,Lightly blanch the spring dongs and mix them with fresh vegetables.,"Bomdong, sesame seeds, fish sauce, red pepper powder, minced garlic, sugar, plum juice, sesame oil",Cut spring dongs into 2cm lengths. Put the seasoning ingredients in a bowl and mix. Add seasoning ingredients to the shredded bomdong and mix. Sprinkle with sesame seeds to finish.
1110,한식,해조류,"미역국, 다시마쌈, 매생이굴국","Seaweed, called the vegetable of the sea, is rich in dietary fiber, which helps prevent constipation, and is rich in various minerals such as calcium, potassium, and iodine to activate metabolism.","Dry seaweed, radish, carrot, salt, minced garlic, vinegar, sesame, sugar, mustard, salt, vinegar, sugar, salt, maesaenggi, oyster, red pepper, pancake powder, water, soy sauce, flour, cooking oil, rice, salted kelp , Pickled octopus, sesame seeds, red pepper powder, minced garlic, minced cheongyang pepper, minced onion, crushed sesame, sesame oil","Slice radish and carrots and soak seaweed in water for 10 minutes. Add vinegar, sugar, and salt to shredded radish and carrots, marinate them for 10 minutes, then squeeze out the water. After adding salt to boiling water, add seaweed and blanch within 30 seconds. Rinse poached seaweed in cold water to remove moisture. Put seaweed, pickled radish, and carrot in a bowl and mix, then add seasoning ingredients and mix to finish. Slice the red pepper diagonally. Add flour to the oysters and mix. Mix the pancake powder and water in a bowl, then add maesaengi, oysters, and soy sauce to make a dough. Cut the maesaengi with scissors. Heat oil in a pan and pour the dough into bite-sized pieces. Add diagonally sliced ​​red pepper and fry until golden brown on both sides to complete the maesaeng oyster pancake. Soak salted kelp in cold water for about 30 minutes. If you soak it for a long time, the delicious taste will be lost. Blanch the salted kelp in boiling water and rinse in cold water. Cut the kelp lengthwise. For salted octopus, add the seasoning ingredients for salted octopus and mix. Put the rice in the kelp and roll it up. Top with seasoned salted fish and sprinkle with sesame seeds."
1111,분식,면류,김치비빔라면,It is a bibim ramen made with fresh kimchi sliced ​​and mixed with a spicy and sour taste.,"Bibim Ramen, Kimchi Soup, Bibim Ramen Sauce, Vinegar","Boil the bibim ramen in boiling water. Rinse the boiled noodles in cold water several times to prevent starch from coming out. Add the seasoning ingredients to the pot and mix. Place the bibim ramen in a bowl and add bean sprouts, cheongyang pepper, chopped kimchi, seaweed powder, shredded cucumbers, and eggs to finish."
1112,디저트,아이스크림류,밤팥 아이스크림,It is an ice cream with sweet red bean paste and fragrant chestnut.,"Chestnut, water, stewed red bean paste, vanilla ice cream, chestnut red bean paste sauce","Put water in a pot and when it starts to boil, add chestnuts. Boil the chestnuts for about 8 minutes, and then drain the water through a sieve. Put boiled chestnuts, water, and canned red beans in a pot and bring to a boil. When it starts to boil, reduce the heat to medium-low, and boil it for about 12 minutes as if simmering. Using a scoop, place 3 buns of vanilla ice cream on the setting plate. Add chestnut red bean paste sauce to cover 1/3 of the ice cream."
1113,양식,구이류,로스트치즈치킨,"Sprinkle herb salt on the chicken breast, season it with butter, and bake it in an oven preheated to 200°C.","Chicken leg, carrot, onion, garlic, celery, string cheese, rosemary, olive oil, salt, pepper, oligosaccharide","Chop carrots, onions and celery coarsely. Add oligosaccharide, rosemary, salt and pepper to the chicken leg and mix. Add string cheese to the chicken leg, roll it up and fix it with a toothpick. Scoop out the thick part of the chicken leg. Put olive oil in a pan, add onion, garlic, carrot, and celery, and lightly fry over high heat. Fry the outside of the chicken thighs in a pan. Roasted vegetables in an oven container -> Put roasted chicken leg meat and cover with foil. Bake in an oven preheated to 190 degrees for 20 minutes. Oven"
1114,디저트,케이크류,바닐라롤케이크,It is a roll cake that is made with cream on a baked sheet with egg white foam.,"Egg yolk, sugar, honey, egg white, sugar, soft flour, unsalted butter, milk, fresh cream, condensed milk, sugar, vanilla bean","Put the yolk, yolk sugar, and heated honey in a bowl and whip it up with a hand mixer until it becomes white. Put the whites in another bowl and divide the sugar for the whites into 3 portions, and place the meringue with the horns on top. Add 1/3 of the meringue to 1 and mix well, then add the sifted soft flour and mix with a rubber spatula. When all the powder is mixed, add the remaining meringue and mix with a rubber spatula. Add a little dough to the warmed milk and butter in step 4 and mix well, then put it back into the main dough and mix well. At this time, the melted milk and butter must be warm to mix well with the dough. After applying a little butter to the mold, lay out parchment paper and put the dough. Spread the dough flat with a scraper and bake in an oven preheated to 170 degrees for 13 to 15 minutes. Remove the baked sheet from the pan immediately, peel the edges, and cool it on a cooling rack. Put the vanilla cream ingredients in a bowl and add the cream with a hand mixer. When the sheet is lukewarm, turn it over, remove the parchment paper from the bottom, apply vanilla cream, and roll the sheet. Wrap the rolled cake with parchment paper and harden in the refrigerator for 1-2 hours."
1115,간식,빵류,공갈빵,"Gonggalbread, also called Chinese hotteok, is characterized by its hollow filling.","Hotteok mix, hot water","Add yeast to warm water and mix, then add hotteok mix powder and mix to make a dough. Leave some hotteok mix powder. Divide the dough into appropriate sizes and roll it out thinly with a rolling pin. Put the jam mix into the thinly rolled dough and cover it with another dough. Remove the nuts from the jam mix through a sieve. Cut the dough into a circular mold and trim the edges once. Put the dough in the air fryer basket and bake for 7 minutes at 200 degrees Celsius. When baking in the air fryer pan, bake both sides over medium heat."
1116,일식,덮밥류,대창덮밥,It is a bowl of rice made with fragrant daechang and crunchy onions.,"Daechang, onion, red pepper, king oyster mushroom, egg yolk, rice, wasabi, cooking oil, teriyaki sauce, cooking wine","Finely chop the onion. Soak in cold water to remove the spicy taste and drain the water. Cut the king oyster mushroom long. Prepare the pretzel by removing the stem. Heat oil in a pan, add king oyster mushroom and red pepper and cook until golden brown. Remove the oil by placing the mushrooms and red pepper on a kitchen towel. Bake the dajang in the pan where the vegetables are cooked, and when the dajang is about 50% cooked, cut it into bite-size pieces. When the large intestine is about 80% cooked, add teriyaki sauce and cooking wine and bring to a boil. In a bowl, place rice>onion, red pepper, king oyster mushroom>dajang. Place the egg yolk and wasabi in the center to finish."
1117,분식,김밥류,땡초김밥,"It is a spicy gimbap made by adding carrots, pickled radish, fish cakes, and tangcho to rice.","Cheongyang pepper, fish cake, carrot, laver for kimbap, rice, sesame oil, sesame, soy sauce, black sesame, salt","Chop the cheongyang pepper, fish cake, and carrot finely. Heat oil in a frying pan, add chopped ingredients and fry. Put rice soy sauce, sesame oil, black sesame, and minced ingredients in a bowl and mix. Add or subtract salt according to your taste. After spreading the seaweed, spread the seasoned rice and roll it around. Drizzle sesame oil over the kimbap and sprinkle with sesame seeds to finish."
1118,한식,볶음류,꼬막당면볶음,"It is a dish that can be easily enjoyed as canned cockle, which is difficult to find out of season.","Canned cockle, Chinese vermicelli, green onion, onion, leek, red pepper oil, cooking oil, garlic, chicken powder, water, soy sauce, oyster sauce, cooking wine, rice wine, sugar, red pepper powder, sesame oil, pepper","Slice the onion and chop the garlic. Cut green onion and leek into 5cm lengths. In a heated pan, put cooking oil and red pepper oil, and fry garlic and green onion. When the fragrance is absorbed, stir-fry the onion, then add the seasoning ingredients and Chinese vermicelli and stir-fry as if simmering. Soak the vermicelli in cold water for at least 6 hours."
1119,이유식,미음류,브로콜리미음,It's made with broccoli rich in vitamin C.,"Broccoli, soaked rice, bottled water, soaked rice, sweet potato, carrot, water, cucumber, soaked rice, water","[Broccoli baby food] Blanch broccoli slightly in boiling water and rinse in cold water before use. Boil leafy vegetables to remove pesticides, insects, and black dust. Finely chop the boiled broccoli. Grind the pre-soaked rice finely in a blender. You can also use rice flour. Put the minced broccoli and ground rice in a pot, add water and bring it to a boil, then reduce the heat to low and simmer for about 7-8 minutes. Filter through a fine sieve and cool to finish. [Carrot baby food] Blanch carrots in boiling water for 2 minutes. Carrots can sometimes cause allergies, so use them at the end of the initial baby food if possible. Add soaked rice and water and grind finely in a blender. When the rice is finely ground, add carrots and grind once more. Add the ground ingredients and bring it to a boil. Reduce the heat to low and simmer for about 7-8 minutes. Filter through a fine sieve and cool to finish. [Cucumber Baby Food] Cucumbers are finely chopped by removing the skins and seeds. Add water to the soaked rice and grind it finely in a blender. You can also use rice flour. Add the ground rice and cucumber, add the remaining water, and when it boils, reduce the heat to low and boil for about 7-8 minutes. Filter through a fine sieve and cool to finish."
1120,떡류,떡류,구운인절미,"It is a rice cake made by kneading glutinous rice flour and making it flat, then frying it in oil and coating it with honey or grain syrup.","Injeolmi, honey, whipped cream, milk","Lightly shake off soybean powder for injeolmi. Place paper foil in the basket of the air fryer and put injeolmi. Bake at 180 degrees for 7 minutes. The longer you bake in the air fryer, the crisper it gets. Put the baked injeolmi on a plate and sprinkle with soybean powder. Sprinkle with honey or whipped cream or eat it with milk, depending on your taste."
1121,한식,찜류,미나리강회,"It is a royal food made with beef slices in water parsley, yellow baekjidan, and red pepper, rolled up and dipped in soy sauce.","Beef, water parsley, red pepper, egg, red pepper paste, vinegar, sugar, salt, cooking oil","Boil water for water parsley and slices. For water parsley, remove the leaves and, if there are fine roots, remove and use. Cut the red pepper into 4cm, cut in half, remove the seeds, and cut according to the requirements. Wipe the red pepper with a kitchen towel so that the water does not seep out. When the water boils, add 1/3t of salt and blanch water parsley for 20 seconds. Rinse water parsley in cold water. Remove water from water parsley. Add beef to water that has been boiled in water parsley to make sliced ​​beef. Use the water parsley as long as possible, and if the provided water parsley is thick, tear it into 0.3cm thick. Use it as long as possible. Divide the egg into yellow and white, add a pinch of salt, and beat evenly. When the meat is cooked, wrap it in a cotton cloth and cool it to shape. Poke it with a chopstick and cook it until no blood comes out. After coating the pan with oil, fry the zidane separately. According to the precautions, sulfur. Slice the white loin and slices of beef. Pyeonyuk -> white loin -> yellow loin -> red pepper, roll the middle with water parsley and fix it with chopsticks to make 8 pieces. Red pepper paste 1: sugar 1: vinegar 1 ratio to make super red pepper paste. Submit the water parsley and red pepper paste together."
1122,한식,떡/면류,명란떡국,It is a dish made by adding cod roe to rice cake soup and adding umami.,"Rice cake soup, pollack roe, egg, anchovy kelp stock, green onion, zucchini, cheongyang red pepper, red pepper, soy sauce, dumplings, full bloom","Soak rice cake soup in water for a while and season it with soy sauce. If you season the rice cake in advance, it adds to the umami of the rice cake. Cut the zucchini into bite-sized pieces, and cut the green onion, cheongyang pepper, and red pepper into pine cones. Cut the cod roe into bite-size pieces. Pour the anchovy kelp stock into a pot, and when the stock boils, add zucchini, rice cake soup, and dumplings. If you want a deep broth instead of anchovy kelp stock, you can make a full-fledged egg. Add cod roe, red pepper, and green onion. After sieving the cheongyang pepper, pass the egg water through a sieve and boil it for a little while. If you support the cheongyang pepper through a sieve, it has a subtle spicy taste."
1123,분식,튀김류,김떡만,"This is a snack menu where you can enjoy rolled seaweed, tteokgangjeong, and fried dumplings all at once.","Seaweed roll, water dumplings, tteokbokki rice cake, cooking oil, minced garlic, honey, soy sauce, water, parsley powder, red pepper paste, ketchup, sugar, pepper, water, jajang sauce, oligosaccharide, water, soy sauce","Seaweed rolls, water dumplings, and tteokbokki rice cakes are deep-fried in preheated oil. Mix each of the seasoning ingredients in a pan to make garlic sauce, spicy sauce, and jjajang sauce. Add the sauces to the fried seaweed rolls, water dumplings, and tteokbokki rice cakes, and mix to finish."
1124,NaN,NaN,NaN,in,"Kielbasa Sausage, Fried Chicken Noodles, Kimchi, Rice, Honey Mustard, Jalapeño Sauce, Cheddar Cheese Sauce","Grind the jalapeno ingredients with a blender and boil them in a pan to cool. [Jalapeño ingredients] 100g jalapeno, 5 tablespoons tabasco, 3 tablespoons vinegar, 5 tablespoons sugar, 1 tablespoon soy sauce Boil the cheddar cheese sauce in a pan.[Cheddar cheese sauce] 100g cheddar cheese , 30g Parmesan cheese, 1/2 paper cup of fresh cream, 1/2 paper cup of milk, 1+1/2 tablespoons of butter, 1 tablespoon of starch, a little bit of salt, and a little bit of pepper Boil the fried chicken noodles. Prepare hot rice and kimchi. Heat the cooking oil in a pan and cook the kiilbasa sausage until golden brown."
1125,한식,전/부침류,참치두부전,"It is a simple dish that is completed by removing the oil from the can of tuna and mashing it, then mixing it with the squeezed tofu and frying it.","Canned tuna, tofu, onion, carrot, starch powder, egg, soy sauce, salt, pepper, cooking oil","Finely chop the onion and carrot. Cut tofu in half and cut into appropriate thickness. Mix tuna, minced onion, minced carrot, soy sauce, salt and pepper to make stuffing. Sand the tofu with tuna filling. Coat the tofu evenly in the order of starch powder>egg. Heat oil in a pan and cook tofu until golden brown on both sides."
1126,디저트,케이크류,딸기티라미수,"Tiramisu with plenty of seasonal fruit, strawberries.","Strawberry, sugar, lemon juice, mascarpone cheese, condensed milk, fresh cream, lemon juice, apple mint","Prepare the strawberry dressing by mixing the sliced ​​strawberries, sugar, and lemon juice in a bowl. Put mascarpone cheese, condensed milk, fresh cream, and lemon juice in a bowl and mix using a whisk to make cheese cream. Prepare a plastic transparent container (210ml) or a glass container. Lay the prepared strawberry mix on the floor first, and then place the cheese cream on top of it. Repeat twice. Use a spoon to flatten the cheese cream, and then put the strawberry garnish on top. Place mint leaves in the center of the strawberry tiramisu to complete."
1127,분식,라면류,굴소스마요라면,It is a ramen that has a fantastic taste with fragrant mayonnaise and savory oyster sauce.,"Ramen, green onion, butter, oyster sauce, mayonnaise, cheongyang pepper","Chop the green onion and cheongyang pepper into pieces. Put 2 ramen noodles in boiling water and boil. Put boiled noodles, 1 ladle of noodles, 1/2 ramen soup, oyster sauce, butter, and green onion in a pan and stir-fry. Transfer to a bowl and top with cheongyang pepper and mayonnaise to finish."
1128,제과/제빵,파이/타르트,딸기타르트,It is a dessert finished with fresh strawberries after filling the crispy tart paper with a filling of custard cream and whipped cream.,"Unsalted butter, sugar powder, egg, soft flour, almond powder, vanilla extract, salt, unsalted butter, sugar powder, egg, almond powder, soft flour, vanilla extract, salt, fresh cream, condensed milk, strawberry, blueberry, apple mint","[Part Shukre] Put unsalted butter in a bowl and cream with a whisk, add sugar powder and salt, and mix well with a whisk. Add eggs and vanilla extract and mix with a whisk. Sift the powder and mix with a rubber spatula. Once it forms into a lump, wrap it in plastic wrap and place it in the refrigerator for at least 1 hour. [Cream Damand] Put unsalted butter in a bowl and beat with a whisk, add sugar powder and salt, and mix well with a whisk. Add vanilla extract and eggs in 3 portions and mix. Sift the powder and mix well. Pour the finished cream into a piping bag. [Completion] After sprinkling extra flour on the work surface, knead the rested part shukree dough with your hands to loosen the hardened dough. When the overall consistency is the same, sprinkle extra flour and roll it out with a rolling pin to a thickness of 5mm. Put the dough on the tart mold and cover it to fit the mold. Pique the bottom with a fork, squeeze the almond cream, and arrange the top. Pique the dough with a fork is called pique. This is to prevent the bottom dough from swelling and to distribute the heat evenly. Bake in an oven preheated to 180 degrees for 30 to 40 minutes. Add whipped cream and condensed milk to an oven bowl and whip. After the baked tart is completely cooled, squeeze the whipped cream and decorate it with strawberries, blueberries and apple mint."
1129,분식,김밥/롤,족발포니아롤,Use the leftover pork feet to make rolls like gimbap.,"Pork feet, rice, mixing vinegar, egg, creamy, cucumber and red pepper, ssamjang, salt, seaweed, cooking oil","When the rice is hot, add the blended vinegar and mix well. Boil the blended vinegar in a proportion and let it cool before using. Heat the cooking oil in a pan, add the beaten eggs, and fry the pancake thickly. . On the wrap, place the pig's feet> rice> seaweed> egg, cucumber and red pepper, egg jidan, and creamy in this order. Spread the rice thinly on the seaweed and turn it over. Add ssamjang and cut into bite-sized pieces."
1130,한식,면류,애호박국수,Noodles in a cool soup with plenty of zucchini.,"1/2 zucchini, somen noodles, green onion, perilla oil, salt, minced garlic, red pepper powder, sesame oil, sesame","Slice the zucchini diagonally and then shred the zucchini and slice the green onion diagonally. Heat perilla oil in a pan and fry the zucchini, then add the green onion and fry. Add seasoning ingredients and stir-fry. Season with salt. Boil somen noodles in boiling water with salt and rinse in cold water. Put some noodles in a bowl and top with stir-fried zucchini to finish."
1131,분식,튀김류,떡꼬치,Tteokbokki rice cakes are fried on a skewer and eaten with sweet and spicy sauce.,"Tteokbokki rice cake, Vienna sausage, peanut, black sesame, cooking oil, sugar, oligosaccharide, ketchup, red pepper paste, minced garlic, ginger juice","Blanch the tteokbokki rice cakes in boiling water for about 1 minute until they are soft, then drain the water and put them on a skewer. Some are skewered alternately with Vienna sausage. If it is a soft rice cake you just bought, use it without blanching. Make sure to remove the moisture from the rice cake so that the oil does not splash. Put the sauce ingredients in a pot and boil over low heat to make the sauce. You can also microwave it. Grease a heated pan with plenty of cooking oil, put the skewers on top, and fry them crispy on both sides over medium heat. Apply the sauce (2) and sprinkle with chopped peanuts and sesame seeds to finish."
1132,요리,튀김류,통마늘치킨,Crispy fried chicken thighs and topped with garlic sauce.,"Chicken leg meat, whole garlic, tempura powder, curry powder, cooking oil, minced garlic, salt, pepper, rice wine, tempura powder, water","Cut the chicken leg meat into bite-size pieces. Add ground ingredients to the cut chicken leg, mix and marinate for 10 minutes. Mix the batter ingredients to make a dough. Add ground chicken leg meat and whole garlic to the dough and mix. Mix tempura powder and curry powder, then dip them in chicken leg meat and whole garlic. Fry in preheated oil until golden brown and then fry once more twice to complete."
1133,한식,구이류,섭산적,"Finely minced beef and tofu, grilled on a griddle, and sprinkled with pine nuts.","Beef, tofu, green onion, garlic, salt, sugar, sesame salt, sesame oil, pepper, pine nuts, cooking oil","Finely chop the onion and garlic. Remove the pressed part of the tofu from the plate and then remove the moisture with a cotton cloth. Mash the tofu finely with the back of a knife. The beef is finely minced. When the beef is served, it is wrapped in a kitchen towel to remove blood and prevent cross-contamination. Add beef, tofu, 1/3t salt, 1t sugar, green onion, garlic, pepper, sesame salt, and sesame oil and knead enough to make a meat dough. Mix the tofu and beef in a ratio of 1:3. After kneading it so that the particles cannot be seen, shape it into a square shape (opposite side) 1 * 8*8cm. Make a small cut in a + shape. Heat the grill and coat it with cooking oil on the front and back, then raise the sopsanjeok and bake it back and forth. Be careful not to break it when turning or moving it. Chop the pine nuts softly while the subsanjeok cools. When it cools sufficiently, cut the pine nuts so they don't break. do."
1134,인도식,커리류,드라이커리,"It is a curry made with minced beef and various vegetables, stir-fried, and then boiled with water.","Onion, ginger, garlic, minced pork, cooking wine, water, solid curry, salt, pepper, egg, chives","Chop the chives and chop the onion, garlic and ginger. Remove the blood from the minced pork on a kitchen towel. Heat oil in a pan, add minced ginger, minced garlic and minced onion and saute until onions are translucent. Add minced pork to step 3 and stir-fry, then add cooking wine, salt and pepper and fry until the meat is cooked. Add water and solid curry and stir-fry. Put the curry on top of the rice and finish with egg yolk and chives."
1135,한식,게장/새우장류,새우장,"Like soy sauce crab, it is a sauce made by pickling shrimp in soy sauce.","Shrimp, Cheongyang pepper, water, soju, salt, soy sauce, cooking wine, sugar, kelp water, whole pepper, onion, garlic, ginger, dried red pepper, rice, egg yolk, seaweed powder, sesame oil","Chop the Cheongyang pepper into pieces. Remove the head and shell of the shrimp, and make a cut on the back to remove the intestines. Soak the shrimp in a mixture of water, soju, and salt to disinfect. Rinse the sterilized shrimp in water to remove moisture. Place the shrimp neatly in a container. Put the seasoning ingredients in a pot and boil for 5 minutes, then cool. Sift the seasoning sauce once through a sieve, and then add the chopped Cheongyang pepper. Pour the seasoning sauce into the container containing the shrimp, seal it, and leave it in the refrigerator for at least one day to complete the shrimp paste. Put shrimp paste, egg yolk, and seaweed powder on the rice and sprinkle with sesame oil to make shrimp paste bowl."
1136,요리,스프류,당근크림스프,It is a soup made from grated carrots and boiled with cream.,"Carrot, Potato, Onion, Water, Milk 1+1/2 cups, Cream, Butter, Salt, Pepper","Cut the peeled onion, potato and carrot into bite-size pieces. Melt the butter in a heated pan, stir-fry carrots, potatoes, and onions, then sprinkle with salt and pepper. Pour water and boil until the vegetables are soft, and then cool the laver. Grind the vegetables in a blender. Pour the vegetables, milk and whipped cream into a saucepan and boil until thickened while stirring. Sprinkle with salt and pepper to finish. Finally, garnish with parsley powder or carrot chips."
1137,디저트,제과류,딸기마카롱,"It is a macaron that is completed by putting meringue on top, mixing almond powder and sugar powder, adding the desired color to make coke, and filling with cream cheese filling.","Macaron mix, warm water, white cream","Put the macaron mix and warm water (55 degrees) in a bowl and whip at high speed with a hand mixer for 4 minutes. When the dough is dropped, it does not break and falls in a stair-like shape, and you are done. Put the finished dough in a piping bag and squeeze it on a Teflon sheet according to the shape of the pattern. Dry the dough for 10 to 15 minutes until the surface of the dough is dry. When the dough is dry enough that the dough does not come off, bake it in an oven preheated to 130 degrees for 20 minutes. Cool the oven-baked macarons on a cooling rack. Put the ingredients for the white cream in a bowl and melt it with a hot water bath. Swiss Tugarto ALL Silicone Spatula Put white cream in a piping bag, squeeze one side of the cooled macaron, and cover the other macaron to finish. For macaron filling, add buttercream, jam, etc. to your liking and sand."
1138,안주,튀김류,버팔로봉,"It is a dish made with only the sticks of chicken wings, seasoned with spices and grilled.","Chicken stick, milk, salt, pepper, cooking oil, hot sauce, vinegar, Worcestershire sauce, paprika powder, chili powder, minced garlic, pepper","Pour milk into the chicken rod and marinate for 10 minutes. Rinse the chicken once in clean water. Sprinkle salt, pepper, and cooking oil on the chicken sticks and mix evenly. Mix the seasonings to make the sauce. Put the chicken sticks in the air fryer basket and bake for 20 minutes at 180 degrees. Turn over in the middle of the air fryer to cook evenly. When the chicken sticks are grilled, sprinkle with seasoning sauce to coat them evenly. Put it in the air fryer basket and bake for another 10 minutes at 160 degrees Celsius."
1139,간식,빵류,밤크림빵,It is a chestnut cream bread with plenty of fragrant chestnut cream.,"Essential IngredientsFresh cream, sugar, chestnuts, brown sugar, honey, white bread","Add water to the boiled chestnuts and grind in a blender. When grinding stops, add water and grind. Add brown sugar, honey, and water to the ground chestnuts and continue to boil. When it gets thick, turn off the heat and cool it to prepare chestnut jam. Allow the chestnut jam to cool sufficiently. Whip the whipped cream with 2 tablespoons of sugar. Mix the pre-made chestnut jam and whipped cream. Add a large tablespoon of crushed chestnuts and mix. Spread plenty of cream on the top of the bread and top with mashed chestnuts to finish."
1140,간식,디저트류,케이크,This is a cake that can be easily made using chocolate sweets.,"Oh yes, chocolate, whipped cream, dark chocolate","Put 100g of whipped cream in a pot and when the edges boil, add chocolate and melt to make ganache. Add 200g of fresh cream and whip 70%, then add ganache and whip to complete chocolate cream. 4 Oyes > Chocolate Cream > 4 Oyes > Sand in the order of Chocolate Cream. Spread the remaining chocolate cream evenly on the sides. After putting a chocolate bar on the side, pour the chocolate ball cookies to finish."
1141,디저트,케이크류,초코크림케이크,It is a chocolate cream cake with plenty of chocolate cream on a chocolate sheet.,"Genuise Chocolate No.1, Dark Chocolate, Fresh Cream, Ganache, Fresh Cream, Fresh Cream, Condensed Milk, Water, Sugar","[Ganache] Put the amount of fresh cream in a pot and when the edges boil, turn off the heat, pour over the chocolate and mix well with a rubber spatula. Take 40g of the ganache to be put in the chocolate cream and leave it at room temperature. [Cake making] Put 100g of cream for chocolate cream in ice water and whip it to a concentration of 60%. Add sugar to 180g of whipped cream for sand to a concentration of 90% and keep it in the refrigerator. Lay a 1.5cm sheet and apply syrup evenly, then apply sand cream. 1cm sheet -> Syrup -> Sand cream -> 1.5cm sheet -> Apply the syrup and icing the entire area thinly with the remaining cream for sand. Take 100g of whipped cream for chocolate cream at room temperature in advance, and when the coldness disappears, add a little ganache and mix well. If the whipped cream is too cold, the chocolate will harden, so take it out in advance. Put all the rest of the ganache in the whipped cream and mix as if thinking with a whipper. When it is well mixed, adjust the icing concentration with a whipper. Put the chocolate cream for icing on top and apply the entire top and side with a spatula. Pour the remaining ganache over the top and let it flow down naturally."
1142,양식,스테이크류,등심스테이크,Steak made using beef sirloin cuts.,"Beef, asparagus, cherry tomatoes, garlic, butter, salt, pepper, olive oil, rosemary, soy sauce, oyster sauce, cooking wine, sugar, water","Drain the blood with a kitchen towel, sprinkle with salt, pepper, and olive oil and marinate for 10 minutes. Heat oil in a pan, add vegetables, and sprinkle with salt and pepper. Drizzle olive oil on a heated pan and put beef on it and grill it. Bake it in a heated pan to get less juice. Add butter and cook until golden brown. Put the sauce ingredients in a pan and boil it for a while. If you add 1/4 bag of shiitake toktok in the sauce, the taste and flavor will be improved."
1143,분식,면류,카레치즈라면,It is a curry dish cooked with ramen noodles instead of rice.,"Ramen, Ramen Soup, 3 Minute Curry, Sliced ​​Cheese, Water, Parsley Powder",Bring water to a boil in a pot and boil the ramen for 2 minutes. Add curry and ramen soup and bring to a boil. Put it in a bowl and put sliced ​​cheese on top to finish it. You can also sprinkle with parsley powder.
1144,양식,스튜류,홍합 토마토 스튜,A stew made with mussels and tomato sauce.,"Mussels, trimmed squid, shrimp, pure tomato puree, water, onion, garlic, cheongyang red pepper, olive oil, salt, Italian parsley, pepper","Mussels are trimmed by removing the whiskers. Prepare the shrimp by removing the intestines. Slice the garlic, shred the onion, cut the squid into rings, and cut the cheongyang pepper into pieces. Heat olive oil in a preheated pan, add garlic and onion and stir-fry, then add mussels, shrimp and squid. Put 1.5 cups of pure tomato puree and 2 cups of water and bring to a boil over medium heat. You can also add white wine instead of water. After boiling, add cheongyang red pepper and boil for 4 minutes. Season with salt and pepper, and finish with chopped Italian parsley."
1145,한식,밥류,날치알밥,It is a delicious one-pot dish with popping flying fish roe and crisp pickled radish.,"Flying fish roe, crabmeat, sesame leaf, pickled radish for gimbap, cucumber, radish sprout, chopped kimchi, perilla oil, lemon juice, rice, sugar, red pepper powder, minced garlic, sesame, sesame oil, red pepper paste, sugar, minced garlic, sesame, sesame oil","Finely chop the pickled radish for kimbap, crackers, and the seeded cucumber, and shred the perilla leaves. Chopped kimchi is mixed with kimchi seasoning ingredients. Prepare kimchi by removing the inside and slicing it into small pieces. Mix the ingredients for the bibimjang to make the bibimjang. Rinse the thawed flying fish roe in water with lemon juice and drain. Heat a ttukbaegi or cast iron pot, add perilla oil, and stir-fry the rice over medium heat. Spread evenly and press lightly. Put the prepared ingredients on medium heat or less, heat it over high heat for about 30 seconds, and finish it with bibimjang."
1146,이유식,미음류,양배추미음,It is a miso made with cabbage rich in vitamin C.,"Cabbage, Soaked Rice, Water, Radish, Soaked Rice, Water","Cut only the leaves of the cabbage and blanch in boiling water for 30 seconds. Grind the pre-soaked rice in a blender with water. You can also use rice flour. When the rice is finely ground, add the blanched cabbage and grind again. Put the ground ingredients in a pot and bring it to a boil. Reduce the heat to low and simmer for about 7-8 minutes. Filter through a fine sieve and cool to finish. Blanch the radish in boiling water for 2 minutes. Add soaked rice and water and grind finely in a blender. You can also use rice flour. When the rice is finely ground, add the blanched radish and grind. Add the ground ingredients, add the remaining water and bring to a boil. Reduce the heat to low and simmer for about 7-8 minutes. Filter through a fine sieve and cool to finish."
